,release,title,origin,director,cast,genre
25042,1978,Azaad,Bollywood,Pramod Chakratordy,"Dharmendra, Hema Malini, Prem Chopra, Ajit Khan",action
25049,1978,Don,Bollywood,Chandra Barot,"Amitabh Bachchan, Zeenat Aman, Pran, Yusuf Khan",action
25055,1978,Kasme Vaade,Bollywood,Ramesh Behl,"Amitabh Bachchan, Raakhee Gulzhar, Randhir Kapoor, Neetu Singh, Amjad Khan",action
25058,1978,Main Tulsi Tere Aangan Ki,Bollywood,Raj Khosla,"Nutan, Vinod Khanna, Asha Parekh",drama
25059,1978,Muqaddar Ka Sikandar,Bollywood,Prakash Mehra,"Amitabh Bachchan, Vinod Khanna, Raakhee Gulzhar, Rekha, Amjad Khan, Ranjeet, Yusuf Khan",drama
25061,1978,Satyam Shivam Sundaram,Bollywood,Raj Kapoor,"Shashi Kapoor, Zeenat Aman",romance
25062,1978,Shalimar,Bollywood,Krishna Shah,"Dharmendra, Zeenat Aman, Shammi Kapoor",drama
25063,1978,Swarg Narak,Bollywood,Dasari Narayana Rao,"Sanjeev Kumar, Jeetendra, Vinod Mehra, Shabana Azmi, Tanuja, Moushumi Chatterjee",drama
25069,1979,Amar Deep,Bollywood,"R. Krishnamurthy, K. Vijayan","Rajesh Khanna, Vinod Mehra",romantic
25070,1979,Baton Baton Mein,Bollywood,Basu Chatterjee,"Amol Palekar, Tina Munim, Asrani, Pearl Padamsee, Tun Tun, Mazhar Khan",comedy
25071,1979,Bhayaanak,Bollywood,S. U. Saiyed,Mithun Chakraborty,horror
25072,1979,Bin Phere Hum Tere,Bollywood,Rajat Rakshit,"Asha Parekh, Vinod Mehra, Sarika, Nazneen, Kamal Kapoor",drama
25073,1979,Do Ladke Dono Kadke,Bollywood,Basu Chatterjee,"Amol Palekar, Asrani, Moushumi Chatterjee",comedy
25074,1979,Do Shikaari,Bollywood,Kuljit Pal,"Vinod Khanna, Biswajeet, Rekha, Amjad Khan",action
25075,1979,Gol Maal,Bollywood,Hrishikesh Mukherjee,"Amol Palekar, Utpal Dutt",comedy
25076,1979,Hamare Tumhare,Bollywood,Umesh Mehra,"Sanjeev Kumar, Raakhee Gulzhar, Amjad Khan, Prem Krishen, Anil Kapoor, Lucky Ali, Amrish Puri",romance
25077,1979,Hum Tere Ashiq Hain,Bollywood,Prem Sagar,"Jeetendra, Hema Malini, Amjad Khan",romance
25078,1979,Jaani Dushman,Bollywood,Nishi Films,"Sunil Dutt, Sanjeev Kumar, Reena Roy, Shatrughan Sinha, Rekha, Vinod Mehra, Jeetendra, Neetu Singh",horror
25079,1979,Jhoota Kahin Ka,Bollywood,,"Rishi Kapoor, Neetu Singh, Rakesh Roshan",romance
25080,1979,Jurmana,Bollywood,,"Amitabh Bachchan, Rakhee Gulzar, Vinod Mehra",romance
25081,1979,Khandan,Bollywood,Anil Ganguly,"Jeetendra, Bindiya Goswami, Nirupa Roy",family
25082,1979,Lahu Ke Do Rang,Bollywood,Mahesh Bhatt,"Vinod Khanna, Shabana Azmi",romance
25083,1979,Lok Parlok,Bollywood,Tatineni Rama Rao,"Jeetendra, Jayapradha, Amjad Khan",drama
25084,1979,Manzil,Bollywood,Basu Chatterjee,"Amitabh Bachchan, Moushumi Chatterjee",drama
25085,1979,Meera,Bollywood,Gulzar,"Shammi Kapoor, Hema Malini, Vinod Khanna",drama
25086,1979,Meri Biwi Ki Shaadi,Bollywood,Rajat Rakshit,"Amol Palekar, Ranjeeta Kaur",comedy
25087,1979,Mr. Natwarlal,Bollywood,Rakesh Kumar,"Amitabh Bachchan, Rekha, Amjad Khan, Ajit Khan, Kader Khan",action
25088,1979,Naiyya,Bollywood,Prashanta Nanda,"Prashanta Nanda, Zarina Wahab, Baldev Khosa",drama
25089,1979,Nauker,Bollywood,Ismail Memon,"Sanjeev Kumar, Jaya Badhuri",comedy
25090,1979,Prem Bandhan,Bollywood,Ramanand Sagar,"Rajesh Khanna, Rekha, Moushumi Chatterjee",romance
25091,1979,Prem Vivah,Bollywood,Basu Chatterjee,"Mithun Chakraborthy, Asha Parekh, Bindiya Goswami",romance
25092,1979,Saanch Ko Aanch Nahin,Bollywood,Satyen Bose,"Arun Govil, Urmila Bhatt, Om Puri",drama
25093,1979,Sarkari Mehmaan,Bollywood,N. D. Kothari,"Vinod Khanna, Padma Khanna, Amjad Khan",drama
25094,1979,Sawan Ko Aane Do,Bollywood,Kanak Mishra,"Arun Govil, Zarina Wahab, Rita Bhaduri",romance
25095,1979,Shaayad,Bollywood,,"Naseeruddin Shah, Om Puri, Simi Garewal",drama
25096,1979,Shodh,Bollywood,Biblap Roy Chowdhary,Om Puri,horror
25097,1979,Solva Sawan,Bollywood,Bharathi Raja,"Amol Palekar, Sridevi",romance
25098,1979,Suhaag,Bollywood,Manmohan Desai,"Amitabh Bachchan, Shashi Kapoor, Rekha, Parveen Babi, Amjad Khan, Kader Khan, Ranjeet, Jeevan",romance
25099,1979,Surakshaa,Bollywood,Ravikant Nagaich,"Mithun Chakraborthy, Ranjeeta Kaur",romance
25101,1980,Aakrosh,Bollywood,Govind Nihalani,"Naseeruddin Shah, Smita Patil, Amrish Puri",drama
25102,1980,Aanchal,Bollywood,Anil Ganguly,"Rajesh Khanna, Raakhee, Rekha",action
25103,1980,Aap Ke Deewane,Bollywood,Surendra Mohan,"Jeetendra, Rishi Kapoor, Tina Munim, Pran",romance
25104,1980,Aasha,Bollywood,J.Om Prakash,"Jeetendra, Reena Roy, Rameshwari",drama
25105,1980,Abdullah,Bollywood,Sanjay Khan,"Raj Kapoor, Sanjay Khan, Sanjeev Kumar, Zeenat Aman, Parveen Babi",action
25106,1980,Alibaba Aur 40 Chor,Bollywood,"Latif Faiziyev, Umesh Mehra","Dharmendra, Hema Malini, Zeenat Aman",action
25107,1980,Bandish,Bollywood,K. Bapaiah,"Rajesh Khanna, Hema Malini, Danny Denzongpa",action
25108,1980,Bombay 405 Miles,Bollywood,Brij,"Zeenat Aman, Vinod Khanna, Shatrughan Sinha, Pran",comedy
25109,1980,Chambal Ki Kasam,Bollywood,Ram Maheshwari,"Pradeep Kumar, Raaj Kumar, Shatrughan Sinha",action
25110,1980,Do Aur Do Paanch,Bollywood,Rakesh Kumar,"Shashi Kapoor, Amitabh Bachchan, Hema Malini, Parveen Babi",action
25112,1980,Ek Baar Kaho,Bollywood,Lekh Tandon,"Navin Nischol, Shabana Azmi, Kiran Vairale, Dilip Dhawan, Madan Puri, Rajendra Nath",romance
25113,1980,Gehrayee,Bollywood,"Arunavikas, Arunavikas","Shreeram Lagoo, Anant Nag, Indrani Mukherjee",horror
25114,1980,Guest House,Bollywood,,"Prem Krishan, Padmini Kapila, Vijayendra Ghatge",horror
25115,1980,Jal Mahal,Bollywood,R. Jhalani,"Jeetendra, Rekha, Deven Verma, Pran",fantasy
25116,1980,Judaai,Bollywood,T. Rama Rao,"Ashok Kumar, Jeetendra, Rekha",family
25117,1980,Jyoti Bane Jwala,Bollywood,Dasari Narayana Rao,"Jeetendra, Vinod Mehra, Ashok Kumar, Waheeda Rehman, Moushumi Chatterjee",action
25118,1980,Kali Ghata,Bollywood,Ved Rahi,"Shashi Kapoor, Rekha, Danny Denzongpa",thriller
25120,1980,Karz,Bollywood,Subhash Ghai,"Rishi Kapoor, Tina Munim, Simi Garewal, Prem Nath, Pran",musical
25121,1980,Khubsoorat,Bollywood,Hrishikesh Mukherjee,"Ashok Kumar, Rekha, Rakesh Roshan",comedy
25122,1980,Khwab,Bollywood,Shakti Samanta,"Ashok Kumar, Ranjeeta Kaur, Naseeruddin Shah, Mithun Chakraborty, Yogeeta Bali",crime
25123,1980,Kismet,Bollywood,Bhisham Kohli,"Mithun Chakraborty, Ranjeeta Kaur, Shakti Kapoor",action
25124,1980,Lootmaar,Bollywood,,"Dev Anand, Tina Munim, Mehmood Ali, Nirupa Roy, Raakhee, Amjad Khan, Prem Chopra, Shakti Kapoor, Ranjeet",action
25125,1980,Man Pasand,Bollywood,Basu Chatterjee,"Dev Anand, Tina Munim, Girish Karnad",comedy
25126,1980,Neeyat,Bollywood,Anil Ganguly,"Shashi Kapoor, Jeetendra, Rekha",family
25128,1980,Qurbani,Bollywood,Feroz Khan,"Feroz Khan, Vinod Khanna, Zeenat Aman, Amjad Khan, Shakti Kapoor, Mac Mohan",romance
25129,1980,Ram Balram,Bollywood,Vijay Anand,"Dharmendra, Amitabh Bachchan, Zeenat Aman, Rekha, Ajit Khan, Amjad Khan, Prem Chopra, Helen",action
25130,1980,Red Rose,Bollywood,Bharathi Rajaa,"Rajesh Khanna, Poonam Dhillon, Aruna Irani",adventure
25131,1980,Saboot,Bollywood,"Shyam Ramsay, Tulsi Ramsay","Navin Nischol, Vidya Sinha, Kaajal Kiran",thriller
25132,1980,Shaan,Bollywood,Ramesh Sippy,"Sunil Dutt, Shashi Kapoor, Amitabh Bachchan, Shatrughan Sinha, Kulbhushan Kharbanda, Rakhee Gulzar, Parveen Babi, Bindiya Goswami",action
25133,1980,Sitara,Bollywood,Meraj,"Mithun Chakraborty, Zarina Wahab, Kanhaiyalal",drama
25136,1980,The Burning Train,Bollywood,Ravi Chopra,"Dharmendra, Hema Malini, Vinod Khanna, Parveen Babi, Jeetendra, Neetu Singh, Vinod Mehra",action
25137,1980,The Naxalites,Bollywood,Khwaja Ahmad Abbas,"Jalal Agha, Mithun Chakraborty, Bijaya Jena",drama
25138,1980,Thodisi Bewafaii,Bollywood,Esmayeel Shroff,"Rajesh Khanna, Shabana Azmi, Padmini Kolhapure",drama
25139,1981,36 Chowringhee Lane,Bollywood,Aparna Sen,Jennifer Kendal,drama
25141,1981,Chashme Buddoor,Bollywood,Sai Paranjpye,"Ravi Baswani, Rakesh Bedi, Farooq Shaikh, Deepti Naval",drama
25142,1981,Dahshat,Bollywood,"Shyam Ramsay, Tulsi Ramsay","Navin Nischol, Sarika, Om Shivpuri, Nadira Babbar",horror
25145,1981,Do Dil Diwane,Bollywood,C. V. Rajendran,"Kamal Hassan, Rati Agnihotri, Deepa",romance
25146,1981,Ek Duuje Ke Liye,Bollywood,K. Balachander,"Kamal Hassan, Rati Agnihotri",drama
25147,1981,Ek Hi Bhool,Bollywood,T. Rama Rao,"Jeetendra, Rekha",family
25149,1981,Ghamandee,Bollywood,Ramesh Bedi,"Mithun Chakraborthy, Sarika",action
25150,1981,Ghungroo Ki Awaaz,Bollywood,"Shyam Ramsay, Tulsi Ramsay","Vijay Anand, Rekha",drama
25152,1981,Jeene Ki Arzoo,Bollywood,Rajashekar,"Mithun Chakraborthy, Rakesh Roshan, Rati Agnihotri",romance
25153,1981,Jwala Daku,Bollywood,R. P. Swamy,"Salma Agha, Birbal, Urmila Bhatt",drama
25155,1981,Kaalia,Bollywood,Tinnu Anand,"Amitabh Bachchan, Parveen Babi, Pran, Asha Parekh, Kader Khan, K. N. Singh, Amjad Khan",action
25156,1981,Kahani Ek Chor Ki,Bollywood,S. Ramanathan,"Moushumi Chatterjee, Jeetendra, Vinod Mehra, Nirupa Roy",drama
25157,1981,Kalyug,Bollywood,Shyam Benegal,"Shashi Kapoor, Rekha, Raj Babbar",drama
25162,1981,Love Story,Bollywood,Rajendra Kumar,"Kumar Gaurav, Vijeta Pandit, Rajendra Kumar, Danny Denzongpa, Amjad Khan",romance
25164,1981,Meri Aawaz Suno,Bollywood,S. V. Rajendra Singh,"Jeetendra, Hema Malini, Parveen Babi",action
25166,1981,Naram Garam,Bollywood,Hrishikesh Mukherjee,"Amol Palekar, Swaroop Sampat, Shatrughan Sinha, Utpal Dutt, A. K. Hangal, Kiran Vairahle",comedy
25167,1981,Naseeb,Bollywood,Manmohan Desai,"Amitabh Bachchan, Shatrughan Sinha, Rishi Kapoor, Hema Malini, Reena Roy, Kim Yashpal, Pran, Kader Khan, Amjad Khan, Prem Chopra, Shakti Kapoor, Amrish Puri, Yusuf Khan",action
25173,1981,Sadgati,Bollywood,Satyajit Ray,"Om Puri, Smita Patil",drama
25179,1981,Silsila,Bollywood,Yash Chopra,"Amitabh Bachchan, Jaya Bachchan, Rekha, Sanjeev Kumar, Shashi Kapoor",romantic
25180,1981,Umrao Jaan,Bollywood,Muzaffar Ali,"Rekha, Farooque Sheikh, Naseeruddin Shah",drama
25182,1981,Wardat,Bollywood,Ravikant Nagaich,"Mithun Chakraborty, Kaajal Kiran, Iftekhar",thriller
25183,1981,Yaraana,Bollywood,Rakesh Kumar,"Amitabh Bachchan, Amjad Khan, Neetu Singh, Kader Khan",drama
25185,1982,Aagaman,Bollywood,Muzaffar Ali,"Rani Deepa, Anupam Kher, Suresh Oberoi",drama
25186,1982,Aamne Samne,Bollywood,Ashim S. Samanta,"Mithun Chakraborty, Aarti Geeta, Tarun Ghosh",action
25188,1982,Anokha Bandhan,Bollywood,Mehul Kumar,"Shabana Azmi, Seema Deo, Aruna Irani",drama
25190,1982,Apna Bana Lo,Bollywood,J. Om Prakash,"Jeetendra, Rekha, Shakti Kapoor",drama
25191,1982,Badle Ki Aag,Bollywood,Raj Kumar Kohli,"Sunil Dutt, Dharmendra, Jeetendra",action
25192,1982,Bazaar,Bollywood,Sagar Sarhadi,"Farooq Shaikh, Smita Patil, Naseeruddin Shah",drama
25193,1982,Bemisal,Bollywood,Hrishikesh Mukherjee,"Amitabh Bachchan, Rakhee Gulzar, Vinod Mehra",drama
25194,1982,Bezubaan,Bollywood,Bapu,"Shashi Kapoor, Reena Roy, Raj Kiran",drama
25195,1982,Bheegi Palkein,Bollywood,Sisir Misra,"Raj Babbar, Smita Patil, Dina Pathak",romance
25196,1982,Chorni,Bollywood,Jyoti Sarup,"Jeetendra, Neetu Singh, Shreeram Lagoo",family
25197,1982,Dard Ka Rishta,Bollywood,Sunil Dutt,"Sunil Dutt, Reena Roy, Smita Patil",drama
25198,1982,Deedar-E-Yaar,Bollywood,Harnam Singh Rawail,"Jeetendra, Rekha, Rishi Kapoor",drama
25199,1982,Dharam Kanta,Bollywood,Sultan Ahmed,"Raaj Kumar, Rajesh Khanna, Jeetendra Waheeda Rehman, Reena Roy, Sulakshana Pandit",action
25200,1982,Dil-E-Nadaan,Bollywood,C.V. Sridhar,"Rajesh Khanna, Jayapradha, Shatrughan Sinha",drama
25201,1982,Disco Dancer,Bollywood,Babbar Subhash,"Mithun Chakraborty, Kim Yashpal",musical
25203,1982,Gopichand Jasoos,Bollywood,Naresh Kumar,"Raj Kapoor, Zeenat Aman, I.S. Johar",comedy
25204,1982,Haathkadi,Bollywood,Surendra Mohan,"Sanjeev Kumar, Reena Roy, Shatrughan Sinha",family
25206,1982,Insaan,Bollywood,Narendra Bedi,"Jeetendra, Vinod Khanna, Reena Roy",drama
25207,1982,Jaanwar,Bollywood,Ali Raza,"Rajesh Khanna, Zeenat Aman, Pradeep Kumar, Pran",action
25209,1982,Jeevan Dhaara,Bollywood,Rama Rao Tatineni,"Rekha, Raj Babbar, Amol Palekar, Simple Kapadia",drama
25210,1982,Khud-Daar,Bollywood,Ravi Tandon,"Sanjeev Kumar, Amitabh Bachchan, Vinod Mehra, Parveen Babi",drama
25211,1982,Lakshmi,Bollywood,B.S. Thapa,"Reena Roy, Raj Babbar, Ranjeet",drama
25213,1982,Mehndi Rang Layegi,Bollywood,Narayana Rao Dasari,"Jeetendra, Rekha, Anita Raj",drama
25214,1982,Nadiya Ke Paar,Bollywood,Govind Moonis,"Inder Thakur, Mitali, Savita Bajaj",drama
25215,1982,Namak Halaal,Bollywood,Prakash Mehra,"Amitabh Bachchan, Waheeda Rehman, Shashi Kapoor, Smita Patil, Parveen Babi",drama
25216,1982,Namkeen,Bollywood,Gulzar,"Sanjeev Kumar, Sharmila Tagore, Waheeda Rehman, Shabana Azmi",drama
25217,1982,Nikaah,Bollywood,B. R. Chopra,"Raj Babbar, Salma Agha",romance
25218,1982,Prem Rog,Bollywood,Raj Kapoor,"Rishi Kapoor, Padmini Kolhapure",drama
25219,1982,Raaste Pyar Ke,Bollywood,V.B. Rajendra Prasad,"Jeetendra, Rekha, Shabana Azmi",drama
25220,1982,Rajput,Bollywood,Vijay Anand,"Rajesh Khanna, Dharmendra, Hema Malini",action
25221,1982,Saath Saath,Bollywood,Raman Kumar,"Rakesh Bedi, Sudha Chopra, Avtar Gill",drama
25222,1982,Samraat,Bollywood,Mohan Segal,"Dharmendra, Jeetendra, Hema Malini",action
25223,1982,Sanam Teri Kasam,Bollywood,Narendra Bedi,"Reena Roy, Kamal Hassan, Jagdeep",drama
25224,1982,Satte Pe Satta,Bollywood,Raj Sippy,"Amitabh Bachchan, Hema Malini",comedy
25225,1982,Sawaal,Bollywood,Ramesh Talwar,"Shashi Kapoor, Sanjeev Kumar, Waheeda Rehman",drama
25226,1982,Shakti,Bollywood,Ramesh Sippy,"Dilip Kumar, Amitabh Bachchan, Raakhee, Smita Patil, Kulbhushan Kharbanda, Amrish Puri, Anil Kapoor",drama
25227,1982,Shaukeen,Bollywood,Basu Chatterjee,"Ashok Kumar, A.K. Hangal, Utpal Dutt, Mithun Chrwaborty, Rati Agnihotri",comedy
25228,1982,Shriman Shrimati,Bollywood,Vijaya Reddy,"Sanjeev Kumar, Rakhee Gulzar, Rakesh Roshan",comedy
25229,1982,Situm,Bollywood,"Arunavikas, Arunavikas","Naseeruddin Shah, Smita Patil, Vikram",drama
25230,1982,Star,Bollywood,Vinod Pande,"Kumar Gaurav, Rati Agnihotri, Padmini Kolhapure",romance
25231,1982,Sun Sajna,Bollywood,Chander Bahl,"Mithun Chakraborty, Ranjeeta Kaur, Iftekhar",drama
25232,1982,Swami Dada,Bollywood,"Dev Anand, T.K. Desai","Dev Anand, Mithun Chakraborty, Rati Agnihotri",action
25234,1982,Teesri Aankh,Bollywood,Subodh Mukerji,"Dharmendra, Shatrughan Sinha, Zeenat Aman",action
25235,1982,Umbartha,Bollywood,Jabbar Patel,"Smita Patil, Girish Karnad, Shrikant Moghe",drama
25236,1982,Ustadi Ustad Se,Bollywood,Deepak Bahry,"Mumtaz Begum, Master Bhagwan, Master Bittoo",action
25237,1982,Vijeta,Bollywood,Govind Nihalani,"Shashi Kapoor, Rekha, Supriya Pathak",drama
25238,1982,Yeh Nazdeekiyan,Bollywood,Vinod Pande,"Marc Zuber, Shabana Azmi, Parveen Babi",drama
25239,1982,Yeh To Kamaal Ho Gaya,Bollywood,T. Rama Rao,"Vijay Arora, Kumud Bole, Suresh Chatwal",action
25240,1982,Yeh Vaada Raha,Bollywood,Kapil Kapoor,"Rishi Kapoor, Poonam Dhillon, Tina Munim, Raakhee Gulzhar, Shammi Kapoor",musical
25241,1983,Agar Tum Na Hote,Bollywood,Lekh Tandon,"Rajesh Khanna, Rekha, Raj Babbar",drama
25242,1983,Andha Kanoon,Bollywood,T. Rama Rao,"Rajnikanth, Hema Malini, Reena Roy, Amitabh Bachchan, Pran",drama
25243,1983,Ardh Satya,Bollywood,Govind Nihalani,"Om Puri, Smita Patil, Amrish Puri, Sadashiv Amrapurkar",crime
25244,1983,Arohan,Bollywood,Shyam Benegal,"Victor Banerjee, Noni Ganguly, Pankaj Kapur",drama
25245,1983,Arpan,Bollywood,J. Om Prakash,"Jeetendra, Reena Roy, Parveen Babi",drama
25246,1983,Avtaar,Bollywood,Mohan Kumar,"Rajesh Khanna, Shabana Azmi, Sachin, Gulshan Grover, A. K. Hangal",family
25247,1983,Bandhan Kuchchey Dhaagon Ka,Bollywood,Anil Sharma,"Shashi Kapoor, Zeenat Aman, Raakhee Gulzar",drama
25248,1983,Chatpati,Bollywood,V. Ravindra,"Smita Patil, Raj Kiran, Reema Lagoo",comedy
25249,1983,Chor Police,Bollywood,Amjad Khan,"Shatrughan Sinha, Parveen Babi, Vinod Mehra, Shakti Kapoor, Ashok Kumar",action
25251,1983,Hero,Bollywood,Subhash Ghai,"Jackie Shroff, Meenakshi Sheshadri, Shammi Kapoor",action
25252,1983,Himmatwala,Bollywood,T. Rama Rao,"Jeetendra, Sridevi",drama
25254,1983,Jaane Bhi Do Yaaro,Bollywood,Kundan Shah,"Naseeruddin Shah, Om Puri, Ravi Baswani",comedy
25255,1983,Jaani Dost,Bollywood,K. Raghavendra Rao,"Dharmendra, Jeetendra, Parveen Babi, Sridevi",action
25256,1983,Jeet Hamaari,Bollywood,R. Thyagarajan,"Rakesh Roshan, Rajnikanth, Ranjeeta Kaur",action
25257,1983,Justice Chaudhury,Bollywood,K. Raghavendra Rao,"Jeetendra, Hema Malini, Sridevi",action
25258,1983,Karate,Bollywood,Deb Mukherjee,"Mithun Chakraborty, Deb Mukherjee, Mazhar Khan, Yogeeta Bali, Kaajol Kiran",action
25259,1983,Katha,Bollywood,Sai Paranjape,"Naseeruddin Shah, Farooq Shaikh, Deepti Naval",comedy
25260,1983,Log Kya Kahenge,Bollywood,B.R. Ishara,"Navin Nischol, Shabana Azmi, Shatrughan Sinha",family
25261,1983,Lovers,Bollywood,Bharathi Raja,"Kumar Gaurav, Padmini Kolhapure, Rakesh Bedi",comedy
25262,1983,Masoom,Bollywood,Shekhar Kapur,"Naseeruddin Shah, Shabana Azmi, Urmila Matondkar, Jugal Hansraj",drama
25263,1983,Mawaali,Bollywood,T. Rama Rao,"Jeetendra, Sridevi, Jayapradha, Kadar Khan, Prem Chopra, Shakti Kapoor",drama
25264,1983,Mazdoor,Bollywood,Ravi Chopra,"Dilip Kumar, Raj Babbar, Padmini Kolhapure, Rati Agnihotri",drama
25265,1983,Mujhe Insaaf Chahiye,Bollywood,T. Rama Rao,"Mithun Chakraborty, Rekha, Rati Agnihotri",drama
25266,1983,Nastik,Bollywood,Pramod Chakravorty,"Amitabh Bachchan, Hema Malini, Pran",action
25267,1983,Naukar Biwi Ka,Bollywood,Rajkumar Kohli,"Dharmendra, Reena Roy, Pran, Raj Babbar, Anita Raj, Om Prakash",drama
25268,1983,Nishaan,Bollywood,"Surendra Mohan, Late Shri Sikander Khanna","Rajesh Khanna, Jeetendra, Rekha",action
25269,1983,Pasand Apni Apni,Bollywood,Basu Chatterji,"Mithun Chakraborty, Rati Agnihotri, Utpal Dutt",comedy
25270,1983,Prem Tapasya,Bollywood,Dasari Narayana Rao,"Jeetendra, Rekha, Reena Roy",drama
25271,1983,Romance,Bollywood,Ramanand Sagar,"Poonam Dhillon, Kumar Gaurav, Shammi Kapoor",romance
25272,1983,Sadma,Bollywood,Balu Mahendra,"Kamal Hassan, Sridevi, Gulshan Grover, Silk Smitha",romance
25274,1983,Taqdeer,Bollywood,Birj,"Shatrughan Sinha, Mithun Chakraborty, Hema Malini, Zeenat Aman",action
25275,1983,Woh Jo Hasina,Bollywood,Deepak Bahry,"Mithun Chakraborty, Ranjeeta Kaur, Pran",romance
25276,1983,Zara Si Zindagi,Bollywood,K. Balachander,"Kamal Hassan, Anita Raj, Nilu Phule",drama
25279,1984,Anand Aur Anand,Bollywood,Dev Anand,"Dev Anand, Suneil Anand, Raj Babbar",family
25280,1984,Asha Jyoti,Bollywood,Narayana Rao Dasari,"Rajesh Khanna, Reena Roy, Rekha",drama
25281,1984,Awaaz,Bollywood,Shakti Samanta,"Rajesh Khanna, Jayapradha, Rakesh Roshan",action
25282,1984,Bhavna,Bollywood,Pravin Bhatt,"Shabana Azmi, Marc Zuber, Saeed Jaffrey",drama
25283,1984,Bhemaa,Bollywood,,"Brahm Bhardwaj, Bharat Bhushan, Birbal",action
25284,1984,Bindiya Chamkegi,Bollywood,Tarun Dutt,"Rekha, Vinod Mehra, Johnny Walker",comedy
25285,1984,Boxer,Bollywood,Raj N. Sippy,"Tanuja, Mithun Chakraborty, Rati Agnihotri",action
25287,1984,Gangvaa,Bollywood,Rajasekhar,"Rajinikanth, Shabana Azmi, Sarika",action
25289,1984,Haisiyat,Bollywood,Narayana Rao Dasari,"Jeetendra, Jayapradha, Pran",crime
25290,1984,Hanste Khelte,Bollywood,Dayanand,"Mithun Chakraborty, Vijayendra Ghatge, Jagdeep",crime
25293,1984,Inquilaab,Bollywood,T. Rama Rao,"Amitabh Bachchan, Sridevi, Sunil Dutt",action
25295,1984,Jaag Utha Insan,Bollywood,K. Vishwanathan,"Deven Verma, Sujit Kumar, Beena Banerjee",drama
25296,1984,Jagir,Bollywood,Pramod Chakravorty,"Dharmendra, Mithun Chakraborty, Zeenat Aman, Pran, Danny Denzongpa, Ranjeet",action
25297,1984,Jawaani,Bollywood,Ramesh Behl,"Karan Shah, Neelam, Moushumi Chatterjee",romance
25298,1984,John Jani Janardhan,Bollywood,T. Rama Rao,"Rajinikanth, Rati Agnihotri, Poonam Dhillon",action
25299,1984,Kamla,Bollywood,Jag Mundhra,"Shabana Azmi, Deepti Naval, Marc Zuber",drama
25300,1984,Kanoon Meri Mutthi Mein,Bollywood,K. Prasad,"Raj Babbar, Smita Patil, Kader Khan",action
25301,1984,Kasam Paida Karne Wale Ki,Bollywood,B. Subhash,"Mithun Chakraborty, Smita Patil, Salma Agha",action
25302,1984,Khandhar,Bollywood,Mrinal Sen,"Shabana Azmi, Annu Kapoor, Pankaj Kapur",drama
25303,1984,Lakhon Ki Baat,Bollywood,Basu Chatterji,"Sanjeev Kumar, Farooq Shaikh, Anita Raj",comedy
25304,1984,Lorie,Bollywood,Vijay Talwar,"Shabana Azmi, Farooq Shaikh, Swaroop Sampat",drama
25305,1984,Maqsad,Bollywood,K. Bapaiah,"Rajesh Khanna, Jeetendra, Jayapradha",action
25307,1984,Meri Adalat,Bollywood,A.T. Raghu,"Rajinikanth, Sonia Sahni, Kader Khan",action
25309,1984,Paar,Bollywood,Goutam Ghose,"Naseeruddin Shah, Shabana Azmi, Utpal Dutt",drama
25310,1984,Paroma,Bollywood,Aparna Sen,"Rakhee Gulzar, Aparna Sen, Mukul Sharma",drama
25311,1984,Phulwari,Bollywood,Mukul Dutt,"Debashree Roy, Shashi Puri, Ashok Saraf",drama
25312,1984,Purana Mandir,Bollywood,"Shyam Ramsay, Tulsi Ramsay","Mohnish Bahl, Arti Gupta, Puneet Issar",comedy
25313,1984,Pyasa Shaitan,Bollywood,Joginder,"Kamal Hassan, Joginder Shelly, Madhu Malhotra",horror
25315,1984,Raaj Tilak,Bollywood,Rajkumar Kohli,"Dharmendra, Hema Malini, Pran",action
25316,1984,Rakta Bandhan,Bollywood,Rajat Rakshit,"Rati Agnihotri, Birbal, Mithun Chakraborty",action
25318,1984,Seepeeyan,Bollywood,Akash Jain,"Kanwaljit, Debashree Roy, Om Puri",drama
25321,1984,Sohni Mahiwal,Bollywood,"Umesh Mehra, Latif Faiziyev","Sunny Deol, Poonam Dhillon, Pran, Zeenat Aman",action
25324,1984,Teri Bahon Mein,Bollywood,Umesh Mehra,"Mohnish Bahl, Ayesha Shroff, Navin Nischol",romance
25326,1984,Utsav,Bollywood,Girish Karnad,"Rekha, Amjad Khan, Kulbhushan Kharbanda",drama
25327,1984,Wanted: Dead or Alive,Bollywood,Ambrish Sangal,"Mithun Chakraborty, Tina Munim",action
25328,1984,Yaadgaar,Bollywood,Dasari Narayana Rao,"Sanjeev Kumar, Kamal Hassan, Poonam Dhillon",action
25329,1984,Yeh Desh,Bollywood,Rama Rao Tatineni,"Zeenat Aman, Kamal Hassan, Jeetendra",action
25330,1984,Zakhmi Sher,Bollywood,Narayana Rao Dasari,"Jeetendra, Dimple Kapadia, Amrish Puri",action
25332,1985,Aaj Ka Daur,Bollywood,K. Bapaiah,"Nirupa Roy, Anwar Ali, Shoma Anand",action
25333,1985,Aakhir Kyon?,Bollywood,J. Prakash,"Rajesh Khanna, Smita Patil, Rakesh Roshan",drama
25336,1985,Adventures of Tarzan,Bollywood,Babbar Subhash,"Hemant Birje, Raja Duggal, Kimi Katkar",action
25337,1985,Aitbaar,Bollywood,Mukul Anand,"Raj Babbar, Dimple Kapadia, Suresh Oberoi, Danny Denzongpa, Sharat Saxena",thriller
